id,titulo,descricao,status,data
464,Site não Funciona - Ligação Nova,Estou desde outubro de 2023 tentando solicitar uma ligação nova no meu apartamento.Por telefone somos direcionados ao,N/A,Há 9 dias
465,Dívida em protesto já paga,A light colocou uma dívida em protesto em cartório já paga minha.A conta foi paga num dia e mesmo assim no outro entrou em p,N/A,Há 9 dias
466,Aumento absurdo da conta,"A 1 ano atrás a Light falou que iria mudar o sistema! Tirou o relógio da minha casa ,na rua toda só a minha casa que não tem e col",Respondida,Há 9 dias
467,Não consigo acessar mais a minha conta,"Tento acessar a minha conta na Agencia Virtual pelo PC, como sempre fiz, não consigo de nenhuma forma. Já tentei pelo CPF, email,",N/A,Há 9 dias
468,"RESPEITO DA EMPRESA ""LIGHT"" COM A DATA DE VENCIMENTO","Bom dia!Solicitei uma troca de titularidade na loja da LIGHT localizada no Shopee Madureira em Outubro de 2023, ainda escolh",N/A,Há 9 dias
469,Tarifa social,Solicitei a tarifa social no dia 24 de novembro de 2023 e até hoje não obtive retorno. Apenas um protocolo de solicitação.,N/A,Há 9 dias
470,Parcelamento de fatura,"Preciso parcelar e pagar faturas que estão em atraso que o antigo inquilino do meu apartamento deixou em aberto no meu nome, não c",Respondida,Há 9 dias
471,"Falta de energia, contas todas pagas","Tenho 1 bebê de 1 ano, com as contas da light todas pagas em dias.Dia 14/01 ocorreu a primeira falta de energia somente no m",Respondida,Há 9 dias
472,Contestacao,"Aluguei uma loja comercial, onde por solicitação do proprietário da loja precisei ir a light para colocar as futuras contas em meu",Respondida,Há 9 dias
473,Falta de luz,Desde as 10h do dia 24/01/24 tento restabelecer a luz na minha residência. Falam que enviarão uma equipe que não chega nunca. Ligu,Respondida,Há 9 dias
474,Contas não entregues e valor indevido.,"As contas de luz não estão chegando no meu endereço, por muitas vezes tenho que ir no site/agência virtual para retirar uma segund",Respondida,Há 9 dias
475,Light Nao resolve problema s na pavuna,"Trabalho esquina da rua cicero17 , com avenida sargento de melicias 158 pavuna ta sem 1 fase a um mês.",Respondida,Há 9 dias
476,Meu relógio é trifásico e só entregam uma fase,"Estou há meses tentando reativar uma fase que eles mesmo cortaram pra fazer de neutro, já que um galho rompeu o neutro e ao invés",Respondida,Há 9 dias
477,negativação em meu CPF sem ser cliente light,"Estranhamente apontou uma negativação em meu banco, fui direcionado ao serasa na qual fui surpreendido por uma conta de 2023 da Li",Respondida,Há 9 dias
478,A Light não atende nem por telefone nemPor zap,Estou tentando reclamar do consumo cobrado indevidamente na minha conta e não consigo falar com a light. A gente liga e fica ouvin,Respondida,Há 9 dias
479,Protesto em Cartório,"Fiquei sabendo hoje em 2024, que vocês protestaram meu nome em cartório referente a uma fatura no valor de R$ 102,08 de 2021.",Respondida,Há 9 dias
480,FIZ O PAGAMENTO E LIGHT NÃO RELIGA,"Fiz o pagamento de 3 contas unificadas pelo proprio site da Light, a propria empresa emitiu um comprovante de pagamento e ao anexá",Respondida,Há 9 dias
481,Picos de energia,"Bom dia. Já fazem alguns meses que uma árvore vem criando transtornos na calçada da rua do governo entre os numeros 280 e 290, poi",Respondida,Há 9 dias
482,Cobrança abusiva,"Bom dia. Meu nome é *******masceno , cpf : *******.Solicito auxílio quanto a cobrança [Editado pelo Reclame Aqui] da minha p",N/A,Há 9 dias
483,Sem condições de pagar valor ta muito caro,"Então eu tentei fazer acordo so que não foi possível não aceitaram diminuir o valor das parcelas,eu não to na condições de pagar u",Respondida,Há 9 dias
484,Estou sem luz desde,"O poste da minha residência saiu uma faísca de fogo, acabando com a luz as 18h do dia 24/01/24. Entrei em contato com a light pel",Respondida,Há 9 dias
485,contestar o valor da conta de luz,"Estou tentando contestar o valor absurdo que veio na minha conta de luz e não consigo contato com a light, do Ano passando tava vi",Respondida,Há 9 dias
486,Denúncia,"Fiz uma denúncia na light de furto de energia onde o fio está passando junto ao meu,que pago minhas contas ..meu medo é este fio p",Respondida,Há 9 dias
487,Fis um acordo,Olá bom dia Então eu fiz um acordo para quitar meu débito junto a light pelo desenrola Brasil no dia 3/01/2024 contrato,Respondida,Há 9 dias
488,Sem luz a 12 dias,"Bom dia!!Gostaria de abrir uma reclamação pois já é a terceira vez que isso acontece, em dezembro fiquei 11 dias sem luz, de",Respondida,Há 9 dias
489,CONTA DE LUZ COM VALOR ALTISSIMO - LIGHT ESTA ME [Editado pelo Reclame Aqui],"Me mudei a pouco tempo para Vilar dos Teles, não tenho quase nenhum eletro, ambas as luzes ficam apagadas no meu apto. Moro sozinh",Respondida,Há 9 dias
490,Cobrança [Editado pelo Reclame Aqui],"Prezados,Em minha conta Ref Jan/2024 veio um valor que desconheço no valor de 65,82. Não encontrei nenhuma informação nos ca",Respondida,Há 9 dias
491,falta de energia,"Bom dia. estou ha 4 dias sem energia. abri vários protocolos e NINGUÉM resolveu o meu problema. no dia 23/01, um carro de placa **",Respondida,Há 9 dias
492,Poste na frnete da entrada da garagem,"Estamos com um problema na entrada do portão da vila,enta ocupando parte da passagem dos veículos dos moradores,já aconteceu diver",Respondida,Há 9 dias
493,Não consigo recuperar código do cliente,"Seus bando de vermes, toda hora sou deslogado do aplicativo e nunca consigo entrar mais, nunca consigo recuperar a senha porque pe",Respondida,Há 9 dias
494,Cobrança [Editado pelo Reclame Aqui] e Falta de Resolução pela Ligh,"Prezado,Venho por meio desta manifestar minha insatisfação e preocupação em relação aos serviços prestados pela Light,",N/A,Há 9 dias
495,Corte de luz com a conta paga !,Estou abrindo esta reclamação para exigir o retorno da minha luz que foi cortada no dia 23/01/2024 mesmo eu estando com a fatura p,Respondida,Há 9 dias
496,Pra variar não recebo a conta e sou multada,Mais uma vez não recebi minha conta de luz. Em quatro meses é a segunda vez!!! Apenas recebo um e-mail apontando o atraso. Para ap,Respondida,Há 10 dias
497,Visita do técnico da Light se comunicado prévio,O técnico da light esteve na minha residência sem comunicado prévio da Light para verificar o Relógio informando que consumo aum,Respondida,Há 10 dias
498,Fornecimento irregular de energia elétrica,"Desde o último domingo, 21/01/2024, na rua em que resido, as residências têm alguns cômodos com energia elétrica e outros sem ener",N/A,Há 10 dias
499,Descaso da concessionária com os consumidores,"Estou sem energia elétrica desde domingo à tarde dia 21.01, apesar das várias reclamações pelo telefone e pelo WhatsApp. Somos 6",N/A,Há 10 dias
500,Vocês devem me achar com cara de palhaço. Só pode.,"Entrei no chat da Light para tirar uma dúvida. Escolhi a opção falar com o atendente, porque obviamente minha dúvida não est",Respondida,Há 10 dias
501,Light está me [Editado pelo Reclame Aqui]!,"Há alguns anos tenho a tarifa social da light, benefício dado a famílias cadastradas no cadunico baixa renda, o desconto é dado po",Respondida,Há 10 dias
502,Cabela desarmando,Moro na Rua Apocalipse no Rio das Pedras e todos os dias a canela desarma. Entramos em contato com a light tanto pelo zap quando p,Respondida,Há 10 dias
503,Não consigo acessar minha conta de luz p pagar,"Me mudei de casa, meu marido colocou a conta de luz em meu nome já com endereço novo. Mudamos dia 01/12/23. Ainda não chegou nenhu",Respondida,Há 10 dias
504,Perda de equipamento,"Como sempre a luz aqui fica oscilando, caindo e voltando, dessa vez após esse cai e volta da luz, fiquei sem luz por 24 horas. Apó",Respondida,Há 10 dias
505,Quedas de luz o tempo todo,"Hoje dia 24/01/2024 as 19h deu a primeira queda de luz, são 19:55 e contei 7 quedas de luz no meu imóvel na taquara/Jacarepaguá, d",Respondida,Há 10 dias
506,FALTA DE LUZ,ESTOU A 5 DIAS SEM ENERGIA LIGUEI POR DIVERSAS VEZES PARA A LIGHT EMERGENCIAL E ATÉ AGORA NÃO COMPARECEU NENHUMA EQUIPE NA MINHA,Respondida,Há 10 dias
507,DEMORA NA VISITA TÉCNICA.,Há três dias está acontecendo picos de luz constantes em minha residência. Estou entrando em contato com Light pelo aplicativo wh,Respondida,Há 10 dias
508,Falta de luz a 2 dias,"Até agora nada da light, vir resolver o problema, casas com luz e outras sem",N/A,Há 10 dias
509,A LIGHT ESTÁ AGINDO DE FORMA DESRESPEITOSA COM OS SEU CLIENTES NA PRESTAÇÃO DOS SEUS SERVIÇOS,Boa tarde Hoje dia 24/01/2023 fizemos contato com agencia comercial da Light(Protocolo*******) para saber o motivo da,Respondida,Há 10 dias
510,Prédio inteiro sem luz a 37 horas,Desde o dia 23/01/2024 meu prédio está sem uma das fases de luz. Muitos apartamentos estão sem luz e o elevador também está parado,N/A,Há 10 dias
511,Conta de luz super faturada,"Minha conta de luz chegou com valor de R$ 327,39. Peço para a empresa reaver, pois tem algum engano. Moro sozinha, de seg a sexta",Respondida,Há 10 dias
512,Ligação da luz,"Fiz uma solicitação da ligação da minha luz na casa nova , cumpri a exigência do fio carga ,fio aterramento ,abraçadeira metálica,",Respondida,Há 10 dias
513,Declaração de quitação,"Me mudei no dia 04/01 e fiz o cancelamento do contrato com a light no dia 06/01, preciso da última conta paga e da declaração de q",Respondida,Há 10 dias
514,Estrondo de tremer as janelas e no transformador da light e sem luz há 2 horas sem carro da light e sem previsão após a light cortar as árvores do local,Estrondo de tremer as janelas e no transformador da light e sem luz há 2 horas sem carro da light e sem previsão e tudo isso após,Respondida,Há 10 dias
515,Conta paga duas vezes,"Fui pagar duas contas do mês 1 e 2 e na verdade acabei pagando a mesma conta duas vezes, só percebi quando veio o aviso de corte ,",N/A,Há 10 dias
516,"Idosa sem luz a 5 dias, diversas chamadas para a Light, péssimo atendimento ao telefone e nenhuma equipe foi resolver o problema.","Moro em Copacabana, com minha tia, idosa e com problemas de saúde. Nonultimo sábado, 20 de janeiro, ficamos sem energia, desde ent",Respondida,Há 10 dias
517,Prédio sem energia há 2 dias,"Sou morador do Prédio Edifício Residencial Mont Vert situado na Rua Antônio Cordeiro, 385 na Freguesia de Jacarepaguá no Rio de Ja",N/A,Há 10 dias
518,Leitura feita por estimativa,"Desde outubro/2023 a light vem fazendo a leitura do meu medidor por estimativa sem necessidade, pois meu medidor fica na rua com f",Respondida,Há 10 dias
519,Poste energizado ( Risco a vida),"No dia 11 de dezembro de 2023, entrei em contato com a empresa light e informei que o poste em frente a minha casa estava com fio",Respondida,Há 10 dias
520,Nao consigo usar onaplicativo light,Pedi o reset do ex email q tinha para poder acessar minhas contas sem me incomodarTodo mesTer que ligar mas ja solicit,Respondida,Há 10 dias
